,theorem_id,throrem_titles,theorem_contents,theorem_refs,ref_ids,retrieved_3,retrieved_5,retrieved_10,retrieved_50,P@3,P@5,P@10,P@50,R@3,R@5,R@10,R@50,RR,self_retrieve
11032,16540,Direct Product of Normal Subgroups is Normal,Let $G$ and $G'$ be [[Definition:Group|groups]].Let::$H \lhd G$:$H' \lhd G'$where $\lhd$ denotes the relation of being a [[Definition:Normal Subgroup|normal subgroup]].Then::$\paren {H \times H'} \lhd \paren {G \times G'}$where $H \times H'$ denotes the [[Definition:Group Direct Product|group direct product]] of $H$ and $H'$,"['Definition:Group', 'Definition:Normal Subgroup', 'Definition:Group Direct Product']","[19820, 19817, 20094]","[23051, 21401, 22237]","[23051, 21401, 22237, 24715, 22239]","[23051, 21401, 22237, 24715, 22239, 23128, 22488, 32280, 29883, 23125]","[23051, 21401, 22237, 24715, 22239, 23128, 22488, 32280, 29883, 23125, 29750, 29880, 23126, 22826, 23050, 20094, 25587, 28316, 20755, 20025, 22769, 22773, 29881, 23773, 21579, 19826, 29885, 28340, 33003, 23027, 21580, 29852, 28341, 31295, 28317, 23772, 25588, 24461, 19965, 21398, 27001, 32857, 25419, 32855, 24723, 23002, 19963, 27741, 25650, 32795]",0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.3333333333333333,0.0625,False
11033,16541,Normalizer of Rotation in Dihedral Group,"Let $n \in \N$ be a [[Definition:Natural Number|natural number]] such that $n \ge 3$.Let $D_n$ be the [[Definition:Dihedral Group|dihedral group]] of [[Definition:Order of Structure|order]] $2 n$, given by::$D_n = \gen {\alpha, \beta: \alpha^n = \beta^2 = e, \beta \alpha \beta = \alpha^{−1} }$Let $\map {N_{D_n} } {\set \alpha}$ denote the [[Definition:Normalizer|normalizer]] of the [[Definition:Singleton|singleton]] containing the [[Definition:Plane Rotation|rotation]] element $\alpha$.Then::$\map {N_{D_n} } {\set \alpha} = \gen \alpha$where $\gen \alpha$ is the [[Definition:Generated Subgroup|subgroup generated]] by $\alpha$.","['Definition:Natural Numbers', 'Definition:Dihedral Group', 'Definition:Order of Structure', 'Definition:Normalizer', 'Definition:Singleton', 'Definition:Rotation (Geometry)/Plane', 'Definition:Generated Subgroup']","[25095, 20319, 20085, 20028, 19738, 29628, 28747]","[32991, 32992, 21265]","[32991, 32992, 21265, 29652, 30871]","[32991, 32992, 21265, 29652, 30871, 29047, 20241, 30749, 28755, 25740]","[32991, 32992, 21265, 29652, 30871, 29047, 20241, 30749, 28755, 25740, 24305, 33082, 21266, 28322, 31478, 31451, 25923, 21713, 31449, 32982, 23046, 31452, 29748, 31502, 23844, 31448, 21114, 20217, 20133, 27487, 20322, 30870, 32251, 20492, 23054, 23984, 31740, 30368, 23053, 25040, 27043, 27363, 21480, 23052, 25597, 30289, 33085, 19974, 30102, 31450]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
11034,16542,Normalizer of Reflection in Dihedral Group,"Let $n \in \N$ be a [[Definition:Natural Number|natural number]] such that $n \ge 3$.Let $D_n$ be the [[Definition:Dihedral Group|dihedral group]] of [[Definition:Order of Structure|order]] $2 n$, given by::$D_n = \gen {\alpha, \beta: \alpha^n = \beta^2 = e, \beta \alpha \beta = \alpha^{−1} }$Let $\map {N_{D_n} } {\set \beta}$ denote the [[Definition:Normalizer|normalizer]] of the [[Definition:Singleton|singleton]] containing the [[Definition:Plane Reflection|reflection]] element $\beta$.Then::$\map {N_{D_n} } {\set \beta} = \begin{cases} \set {e, \beta} & : n \text { odd} \\ \set {e, \beta, \alpha^{n / 2}, \alpha^{n / 2} \beta} & : n \text { even} \end{cases}$","['Definition:Natural Numbers', 'Definition:Dihedral Group', 'Definition:Order of Structure', 'Definition:Normalizer', 'Definition:Singleton', 'Definition:Reflection (Geometry)/Plane']","[25095, 20319, 20085, 20028, 19738, 29633]","[32999, 32992, 32991]","[32999, 32992, 32991, 30871, 20133]","[32999, 32992, 32991, 30871, 20133, 23984, 25464, 28303, 29047, 20629]","[32999, 32992, 32991, 30871, 20133, 23984, 25464, 28303, 29047, 20629, 26815, 25923, 29528, 20941, 31478, 25632, 22930, 22933, 28305, 24561, 26932, 28322, 27341, 23908, 28426, 22863, 24562, 25817, 30446, 30399, 27170, 27171, 24305, 29512, 22972, 23302, 32967, 31177, 29513, 26946, 24386, 22285, 27132, 30872, 26826, 20075, 32297, 33062, 22848, 32998]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
11035,16543,Normalizer of Subgroup of Symmetric Group that Fixes n,Let $S_n$ denote the [[Definition:Symmetric Group on n Letters|symmetric group on $n$ letters]].Let $H$ denote the [[Definition:Subgroup|subgroup]] of $S_n$ which consists of all $\pi \in S_n$ such that::$\map \pi n = n$The [[Definition:Normalizer|normalizer]] of $H$ is given by::$\map {N_{S_n} } H = \map {N_{S_n} } {S_{n - 1} } = S_{n - 1}$,"['Definition:Symmetric Group/n Letters', 'Definition:Subgroup', 'Definition:Normalizer']","[29623, 19819, 20028]","[20104, 20321, 21400]","[20104, 20321, 21400, 29623, 21114]","[20104, 20321, 21400, 29623, 21114, 23981, 29626, 23984, 21399, 29528]","[20104, 20321, 21400, 29623, 21114, 23981, 29626, 23984, 21399, 29528, 31535, 20105, 31502, 32999, 25341, 23047, 32973, 22232, 22929, 33000, 23046, 23053, 26524, 23054, 23130, 26826, 31236, 22255, 31432, 23052, 25166, 29040, 29229, 30102, 29047, 31566, 21737, 32390, 32461, 31383, 32283, 21659, 27431, 33038, 29230, 22972, 28390, 33047, 32284, 24306]",0.0,0.2,0.1,0.02,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,False
11036,16544,Center of Quaternion Group,"Let $Q = \Dic 2 = \gen {a, b: a^4 = e, b^2 = a^2, a b a = b}$ be the [[Definition:Quaternion Group|quaternion group]].Let $\map Z {\Dic 2}$ denote the [[Definition:Center of Group|center of $\Dic 2$]].Then::$\map Z {\Dic 2} = \set {e, a^2}$","['Definition:Quaternion Group', 'Definition:Center (Abstract Algebra)/Group']","[20323, 19821]","[32982, 32991, 32992]","[32982, 32991, 32992, 20323, 32997]","[32982, 32991, 32992, 20323, 32997, 32998, 32964, 24712, 32999, 31437]","[32982, 32991, 32992, 20323, 32997, 32998, 32964, 24712, 32999, 31437, 19821, 29453, 20804, 20322, 23484, 32979, 33035, 20487, 32952, 21693, 32526, 30788, 33144, 32525, 32996, 22344, 22343, 24822, 22342, 22214, 33108, 33072, 31434, 20065, 32611, 22137, 23250, 32978, 21768, 29457, 32951, 26878, 22189, 31430, 20287, 31911, 31499, 31498, 29129, 31957]",0.0,0.2,0.1,0.04,0.0,0.5,0.5,1.0,0.25,False
11037,16545,Product of Generating Elements of Quaternion Group,"Let $Q = \Dic 2$ be the [[Definition:Quaternion Group|quaternion group]]::$\Dic 2 = \gen {a, b: a^4 = e, b^2 = a^2, a b a = b}$Then for all $k \in \Z_{\ge 0}$::$b a^k = a^{-k} b$",['Definition:Quaternion Group'],[20323],"[32982, 32991, 32992]","[32982, 32991, 32992, 32964, 32997]","[32982, 32991, 32992, 32964, 32997, 20323, 29453, 22214, 31437, 29129]","[32982, 32991, 32992, 32964, 32997, 20323, 29453, 22214, 31437, 29129, 20487, 24822, 23484, 29140, 21461, 32998, 31430, 32472, 33144, 23492, 29230, 19952, 32707, 32473, 20065, 22830, 22828, 25688, 32478, 20322, 32474, 22741, 22048, 22885, 33123, 23847, 22918, 26733, 21999, 24364, 32480, 23429, 29457, 25278, 32479, 24610, 22384, 22385, 21964, 25288]",0.0,0.0,0.1,0.02,0.0,0.0,1.0,1.0,0.16666666666666666,False
11038,16546,Conjugacy Classes of Quaternion Group,"Let $Q = \Dic 2 = \gen {a, b: a^4 = e, b^2 = a^2, a b a = b}$ be the [[Definition:Quaternion Group|quaternion group]].The [[Definition:Conjugacy Class|conjugacy classes]] of $\Dic 2$ are::$\set e, \set {a^2}, \set {a, a^3}, \set {b, a^2 b}, \set {a b, a^3 b}$","['Definition:Quaternion Group', 'Definition:Conjugacy Class']","[20323, 19981]","[32982, 20323, 32991]","[32982, 20323, 32991, 32992, 32953]","[32982, 20323, 32991, 32992, 32953, 32964, 32997, 32952, 29453, 31437]","[32982, 20323, 32991, 32992, 32953, 32964, 32997, 32952, 29453, 31437, 32998, 23479, 23484, 32951, 32979, 21693, 22344, 21768, 32996, 29589, 20322, 23194, 20487, 22343, 22342, 22137, 28794, 28795, 33144, 32256, 23200, 31499, 31498, 29898, 29457, 23192, 23480, 20060, 25962, 30924, 22018, 23199, 31911, 23198, 22045, 23497, 26044, 32707, 22189, 32478]",0.3333333333333333,0.2,0.1,0.02,0.5,0.5,0.5,0.5,0.5,False
11039,16547,Conjugacy Action on Subsets is Group Action,"Let $\powerset G$ be the set of all [[Definition:Subgroup|subgroups]] of $G$.For any $S \in \powerset G$ and for any $g \in G$, the [[Definition:Conjugacy Action on Subsets|conjugacy action]]::$g * S := g \circ S \circ g^{-1}$is a [[Definition:Group Action|group action]].","['Definition:Subgroup', 'Definition:Conjugacy Action/Subsets', 'Definition:Group Action']","[19819, 29705, 20106]","[29705, 24460, 29736]","[29705, 24460, 29736, 28418, 29734]","[29705, 24460, 29736, 28418, 29734, 29874, 32187, 29706, 28399, 28340]","[29705, 24460, 29736, 28418, 29734, 29874, 32187, 29706, 28399, 28340, 20086, 28420, 20033, 21789, 27842, 24461, 23054, 22126, 32188, 28336, 30291, 29739, 24717, 26942, 29875, 27874, 21242, 22741, 24456, 21578, 22788, 31292, 21145, 23131, 19985, 19839, 23622, 22258, 21752, 28696, 19741, 21997, 19882, 22122, 23357, 20017, 28342, 25587, 21174, 28337]",0.3333333333333333,0.2,0.1,0.02,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,False
11040,16549,Normed Vector Space Requires Multiplicative Norm on Division Ring,"Let $R$ be a [[Definition:Normed Division Ring|normed division ring]] with a [[Definition:Submultiplicative Norm on Ring|submultiplicative norm]] $\norm {\, \cdot \,}_R$.Let $V$ be a [[Definition:Vector Space|vector space]] that is not a [[Definition:Trivial Vector Space|trivial vector space]].Let $\norm {\, \cdot \,}: V \to \R_{\ge 0}$ be a mapping from $V$ to the [[Definition:Positive Real Number|positive real numbers]] satisfying the [[Definition:Norm Axioms (Vector Space)|vector space norm axioms]].Then $\norm {\, \cdot \,}_R$ is a [[Definition:Multiplicative Norm on Ring|multiplicative norm]].That is::$\forall r, s \in R: \norm {r s}_R = \norm r_R \norm s_R$","['Definition:Normed Division Ring', 'Definition:Norm/Ring/Submultiplicative', 'Definition:Vector Space', 'Definition:Trivial Vector Space', 'Definition:Positive/Real Number', 'Definition:Norm Axioms (Vector Space)', 'Definition:Norm/Ring/Multiplicative']","[28026, 29708, 20141, 28389, 22653, 25389, 29707]","[30007, 29670, 31891]","[30007, 29670, 31891, 29719, 29687]","[30007, 29670, 31891, 29719, 29687, 29557, 29657, 29853, 28786, 24656]","[30007, 29670, 31891, 29719, 29687, 29557, 29657, 29853, 28786, 24656, 29016, 29686, 21721, 30819, 29922, 28415, 31577, 30545, 24336, 29568, 29574, 30442, 29709, 30544, 29564, 26946, 29791, 31307, 22364, 30047, 31215, 32137, 22813, 29563, 29776, 33114, 29902, 22479, 29899, 29961, 29022, 31203, 27703, 28635, 24337, 22224, 22248, 31204, 30997, 23232]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
11041,16550,Ring with Multiplicative Norm has No Proper Zero Divisors,"Let $\struct {R, +, \circ}$ be a [[Definition:Ring (Abstract Algebra)|ring]].Let its [[Definition:Ring Zero|zero]] be denoted by $0_R$.Let $\norm {\,\cdot\,}$ be a [[Definition:Multiplicative Norm on Ring|multiplicative norm]] on $R$.Then $R$ has no [[Definition:Proper Zero Divisor|proper zero divisors]]. That is::$\forall x, y \in R^*: x \circ y \ne 0_R$where $R^*$ is [[Definition:Ring Less Zero|defined as $R \setminus \set {0_R}$]].","['Definition:Ring (Abstract Algebra)', 'Definition:Ring Zero', 'Definition:Norm/Ring/Multiplicative', 'Definition:Proper Zero Divisor', 'Definition:Ring (Abstract Algebra)/Ring Less Zero']","[19987, 19988, 29707, 21431, 22628]","[21431, 22027, 23806]","[21431, 22027, 23806, 30007, 29684]","[21431, 22027, 23806, 30007, 29684, 22640, 30408, 29685, 19992, 30010]","[21431, 22027, 23806, 30007, 29684, 22640, 30408, 29685, 19992, 30010, 19994, 26738, 29314, 23461, 25680, 21403, 22034, 19989, 21494, 23523, 21442, 28026, 19991, 22639, 20804, 19988, 22966, 29973, 30316, 22026, 20010, 20006, 21577, 21461, 30318, 23471, 32394, 21430, 23428, 30315, 22740, 31519, 26947, 20638, 23796, 20029, 21998, 20846, 20004, 22130]",0.3333333333333333,0.2,0.1,0.04,0.2,0.2,0.2,0.4,1.0,False
11042,16551,Finite Ring with Multiplicative Norm is Field,Let $R$ be a [[Definition:Finite Set|finite]] [[Definition:Ring (Abstract Algebra)|ring]] with a [[Definition:Multiplicative Norm on Ring|multiplicative norm]].Then $R$ is a [[Definition:Field (Abstract Algebra)|field]].,"['Definition:Finite Set', 'Definition:Ring (Abstract Algebra)', 'Definition:Norm/Ring/Multiplicative', 'Definition:Field (Abstract Algebra)']","[21762, 19987, 29707, 20001]","[29684, 30007, 22276]","[29684, 30007, 22276, 22030, 30408]","[29684, 30007, 22276, 22030, 30408, 21403, 21441, 22966, 21976, 29973]","[29684, 30007, 22276, 22030, 30408, 21403, 21441, 22966, 21976, 29973, 19994, 22640, 28750, 28103, 29685, 20119, 28321, 29253, 29096, 28863, 27376, 28319, 22034, 21473, 19989, 27808, 29258, 29264, 27750, 22026, 22629, 21442, 22740, 29242, 31784, 28104, 20004, 23807, 22724, 22122, 21254, 20006, 23776, 22038, 27377, 19998, 31877, 23812, 28698, 21430]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
11043,16552,Composition of Isometries is Isometry,"Let::$\struct {X_1, d_1}$:$\struct {X_2, d_2}$:$\struct {X_3, d_3}$be [[Definition:Metric Space|metric spaces]].Let::$\phi: \struct {X_1, d_1} \to \struct {X_2, d_2}$:$\psi: \struct {X_2, d_2} \to \struct {X_3, d_3}$be [[Definition:Isometry (Metric Spaces)|isometries]].Then the [[Definition:Composition of Mappings|composite]] of $\phi$ and $\psi$ is also an [[Definition:Isometry (Metric Spaces)|isometry]].","['Definition:Metric Space', 'Definition:Isometry (Metric Spaces)', 'Definition:Composition of Mappings', 'Definition:Isometry (Metric Spaces)']","[20127, 20342, 19886, 20342]","[32968, 21453, 32562]","[32968, 21453, 32562, 20342, 20735]","[32968, 21453, 32562, 20342, 20735, 29709, 25419, 20875, 24524, 21212]","[32968, 21453, 32562, 20342, 20735, 29709, 25419, 20875, 24524, 21212, 23166, 23178, 21119, 20448, 21238, 21221, 29657, 29141, 25390, 24525, 21120, 20357, 25418, 25433, 21658, 23271, 25391, 25435, 25434, 29805, 22001, 25397, 22087, 25393, 23182, 23362, 25430, 33149, 20270, 29627, 23251, 19974, 21778, 21704, 21708, 25395, 29115, 20134, 21718, 19973]",0.0,0.2,0.1,0.02,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,False
11044,16553,Subgroup Action is Group Action,"Let $\struct {G, \circ}$ be a [[Definition:Group|group]].Let $\struct {H, \circ}$ be a [[Definition:Subgroup|subgroup]] of $G$.Let $*: H \times G \to G$ be the [[Definition:Subgroup Action|subgroup action]] defined for all $h \in H, g \in G$ as::$\forall h \in H, g \in G: h * g := h \circ g$Then $*$ is a [[Definition:Group Action|group action]].","['Definition:Group', 'Definition:Subgroup', 'Definition:Subgroup Action', 'Definition:Group Action']","[19820, 19819, 29706, 20106]","[29706, 28399, 22121]","[29706, 28399, 22121, 24461, 21997]","[29706, 28399, 22121, 24461, 21997, 29739, 29734, 29736, 20094, 28418]","[29706, 28399, 22121, 24461, 21997, 29739, 29734, 29736, 20094, 28418, 23628, 29874, 29705, 23054, 20033, 24460, 19977, 28340, 29640, 21247, 22041, 23046, 28413, 19978, 20841, 24552, 31293, 21448, 22120, 22506, 28337, 24549, 20848, 20637, 20845, 29875, 19819, 29650, 21119, 30316, 23625, 24456, 29098, 28336, 22314, 28420, 20086, 22503, 22232, 30315]",0.3333333333333333,0.2,0.1,0.04,0.25,0.25,0.25,0.5,1.0,False
11045,16554,Orbit of Subgroup Action is Coset,"Let $\struct {G, \circ}$ be a [[Definition:Group|group]].Let $\struct {H, \circ}$ be a [[Definition:Subgroup|subgroup]] of $G$.Let $*: H \times G \to G$ be the [[Definition:Subgroup Action|subgroup action]] defined for all $h \in H, g \in G$ as::$\forall h \in H, g \in G: h * g := h \circ g$The [[Definition:Orbit (Group Theory)|orbit]] of $x \in G$ is the [[Definition:Right Coset|right coset]] by $x$ of $H$::$\Orb x = H x$","['Definition:Group', 'Definition:Subgroup', 'Definition:Subgroup Action', 'Definition:Orbit (Group Theory)', 'Definition:Coset/Right Coset']","[19820, 19819, 29706, 20107, 22178]","[29706, 28399, 22121]","[29706, 28399, 22121, 24460, 21997]","[29706, 28399, 22121, 24460, 21997, 29739, 19977, 23628, 20033, 20094]","[29706, 28399, 22121, 24460, 21997, 29739, 19977, 23628, 20033, 20094, 23054, 29640, 29734, 28418, 24461, 29736, 23046, 19978, 31293, 29705, 28340, 29874, 24552, 27873, 28413, 22120, 22232, 21448, 30316, 29650, 23625, 24456, 22178, 30315, 21119, 20086, 28337, 29098, 29233, 28385, 22180, 29692, 21385, 21789, 28927, 22041, 21247, 22506, 29875, 20137]",0.3333333333333333,0.2,0.1,0.04,0.2,0.2,0.2,0.4,1.0,False
11046,16555,Removable Singularity at Infinity implies Constant Function,Let $f : \C \to \C$ be an [[Definition:Entire Function|entire function]].Let $f$ have an [[Definition:Removable Singularity|removable singularity]] at $\infty$. Then $f$ is [[Definition:Constant Function|constant]].,"['Definition:Entire Function', 'Definition:Isolated Singularity', 'Definition:Constant Mapping']","[20375, 20368, 19889]","[28038, 28040, 26650]","[28038, 28040, 26650, 20370, 21490]","[28038, 28040, 26650, 20370, 21490, 28782, 28490, 23539, 28491, 20485]","[28038, 28040, 26650, 20370, 21490, 28782, 28490, 23539, 28491, 20485, 28801, 28492, 28775, 20486, 23540, 28731, 31181, 29704, 28495, 28502, 28496, 29071, 24977, 21499, 28736, 22202, 22094, 21501, 20504, 28511, 30687, 25398, 22072, 28798, 28733, 23117, 24814, 28735, 24978, 28479, 33069, 33125, 29755, 25175, 22987, 30137, 22563, 20990, 22067, 20511]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
11047,16559,Length of Orbit of Subgroup Action on Left Coset Space,"Let $G$ be a [[Definition:Group|group]].Let $H$ and $K$ be [[Definition:Subgroup|subgroups]] of $G$.Let $K$ [[Definition:Group Action|act on]] the [[Definition:Left Coset Space|left coset space]] $G / H^l$ by::$\forall \tuple {k, g H} \in K \times G / H^l: k * g H := \paren {k g} H$The [[Definition:Length of Orbit|length]] of the [[Definition:Orbit (Group Theory)|orbit]] of $g H$ is $\index K {K \cap H^g}$.","['Definition:Group', 'Definition:Subgroup', 'Definition:Group Action', 'Definition:Coset Space/Left Coset Space', 'Definition:Orbit (Group Theory)/Length', 'Definition:Orbit (Group Theory)']","[19820, 19819, 20106, 22181, 22960, 20107]","[29739, 20025, 21401]","[29739, 20025, 21401, 20088, 20024]","[29739, 20025, 21401, 20088, 20024, 21398, 33003, 29706, 29750, 22181]","[29739, 20025, 21401, 20088, 20024, 21398, 33003, 29706, 29750, 22181, 29340, 28316, 29341, 24460, 28418, 23615, 24461, 23470, 25723, 20549, 22179, 23054, 20010, 29446, 23046, 25724, 28399, 29874, 22961, 23309, 29734, 22488, 27873, 29736, 23053, 23052, 27841, 21385, 22960, 21713, 19977, 32248, 28869, 21973, 28927, 22121, 29705, 31383, 22180, 22452]",0.0,0.0,0.1,0.04,0.0,0.0,0.16666666666666666,0.3333333333333333,0.1,False
11048,16567,Cardinality of Set Difference with Subset,Let $S$ and $T$ be [[Definition:Set|sets]] such that $T$ is [[Definition:Finite Set|finite]].Let $T \subseteq S$.Then::$\card {S \setminus T} = \card S - \card T$where $\card S$ denotes the [[Definition:Cardinality|cardinality]] of $S$.,"['Definition:Set', 'Definition:Finite Set', 'Definition:Cardinality']","[19734, 21762, 20042]","[25966, 32396, 32314]","[25966, 32396, 32314, 20091, 33158]","[25966, 32396, 32314, 20091, 33158, 19854, 19742, 25740, 29673, 19870]","[25966, 32396, 32314, 20091, 33158, 19854, 19742, 25740, 29673, 19870, 19739, 20817, 25990, 23735, 21740, 30287, 21786, 19825, 21647, 21546, 21648, 32667, 21533, 31510, 31740, 21536, 23627, 21748, 24293, 21739, 22198, 23766, 23057, 26196, 32187, 22062, 21744, 19741, 19740, 19866, 25446, 21737, 20413, 19836, 22472, 21174, 20343, 26340, 19867, 32335]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
11049,16568,Riemann Zeta Function at Non-Positive Integers,Let $n \ge 0$ be a [[Definition:Integer|integer]]. Then: :$\map \zeta {-n} = \paren {-1}^n \dfrac {B_{n + 1} } {n + 1}$ where::$B_n$ is the [[Definition:Bernoulli Numbers|$n$th Bernoulli number]]:$\zeta$ is the [[Definition:Riemann Zeta Function|Riemann Zeta function]],"['Definition:Integer', 'Definition:Bernoulli Numbers', 'Definition:Riemann Zeta Function']","[20054, 25114, 20432]","[30696, 29359, 26643]","[30696, 29359, 26643, 30697, 21489]","[30696, 29359, 26643, 30697, 21489, 28772, 28113, 20432, 32672, 33042]","[30696, 29359, 26643, 30697, 21489, 28772, 28113, 20432, 32672, 33042, 26523, 29047, 30307, 33065, 25776, 32283, 32374, 28308, 33043, 32616, 32282, 26524, 26826, 25092, 20970, 29558, 33038, 33049, 29411, 26489, 32288, 32457, 27198, 22623, 25282, 27942, 33006, 25012, 32424, 25191, 32619, 25017, 25055, 25283, 32877, 32708, 25018, 24811, 25063, 31885]",0.0,0.0,0.1,0.02,0.0,0.0,0.3333333333333333,0.3333333333333333,0.125,False
11050,16569,Remainder on Division is Least Positive Residue,"Let $a, b \in \Z$ be [[Definition:Integer|integers]] such that $a \ge 0$ and $b \ne 0$.Let $r$ be the [[Definition:Remainder|remainder]] resulting from the operation of [[Definition:Integer Division|integer division]] of $a$ by $b$:$a = q b + r, 0 \le r < \size b$Then $r$ is equal to the [[Definition:Least Positive Residue|least positive residue]] of $a \pmod b$.","['Definition:Integer', 'Definition:Remainder', 'Definition:Integer Division', 'Definition:Set of Residue Classes/Least Positive']","[20054, 20062, 24479, 20478]","[24479, 20062, 20961]","[24479, 20062, 20961, 21112, 20478]","[24479, 20062, 20961, 21112, 20478, 26892, 26044, 20079, 30870, 29540]","[24479, 20062, 20961, 21112, 20478, 26892, 26044, 20079, 30870, 29540, 23497, 31743, 31742, 22344, 32198, 26826, 22028, 24308, 32443, 30866, 30788, 26893, 22343, 20522, 20068, 22342, 21950, 33123, 33085, 22489, 31966, 25554, 32185, 22348, 23118, 21989, 33011, 29129, 25007, 33124, 27166, 22746, 23487, 20417, 24139, 20065, 26943, 24142, 23968, 23541]",0.6666666666666666,0.6,0.3,0.06,0.5,0.75,0.75,0.75,1.0,False
11051,16572,Divisibility by 12,Let $N \in \N$ be expressed as::$N = a_0 + a_1 10 + a_2 10^2 + \cdots + a_n 10^n$Then $N$ is [[Definition:Divisor of Integer|divisible]] by $12$ {{iff}} $a_0 - 2 a_1 + 4 \paren {\displaystyle \sum_{r \mathop = 2}^n a_r}$ is  [[Definition:Divisor of Integer|divisible]] by $12$.,"['Definition:Divisor (Algebra)/Integer', 'Definition:Divisor (Algebra)/Integer']","[22131, 22131]","[32408, 21703, 23793]","[32408, 21703, 23793, 23794, 24751]","[32408, 21703, 23793, 23794, 24751, 20192, 24653, 23578, 29569, 29562]","[32408, 21703, 23793, 23794, 24751, 20192, 24653, 23578, 29569, 29562, 25177, 23808, 33006, 29888, 23813, 23807, 30880, 26848, 28298, 32328, 26550, 28301, 23119, 20945, 25186, 25190, 32776, 32838, 32918, 32708, 23120, 23827, 23500, 28498, 32867, 32709, 20517, 23927, 27626, 20745, 31554, 32837, 30814, 20460, 26971, 28012, 28308, 33036, 21877, 32937]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
11052,16573,Exponential on Real Numbers is Injection,Let $\exp: \R \to \R$ be the [[Definition:Real Exponential Function|exponential function]]::$\map \exp x = e^x$Then $\exp$ is an [[Definition:Injection|injection]].,"['Definition:Exponential Function/Real', 'Definition:Injection']","[26768, 19892]","[26795, 30144, 23636]","[26795, 30144, 23636, 30145, 33069]","[26795, 30144, 23636, 30145, 33069, 32453, 23924, 24993, 23639, 32272]","[26795, 30144, 23636, 30145, 33069, 32453, 23924, 24993, 23639, 32272, 23073, 31393, 24991, 31143, 23563, 25178, 23072, 22269, 24813, 22067, 33113, 29301, 29302, 31137, 25070, 22977, 28495, 31717, 27177, 31123, 31122, 30147, 22550, 29614, 22055, 27523, 22533, 27813, 27814, 31182, 24237, 24235, 22571, 25678, 27524, 24850, 32958, 24239, 27549, 29161]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
11053,16574,Surjective Restriction of Real Exponential Function,Let $\exp: \R \to \R$ be the [[Definition:Real Exponential Function|exponential function]]::$\map \exp x = e^x$Then the [[Definition:Restriction of Mapping|restriction]] of the [[Definition:Codomain|codomain]] of $\exp$ to the [[Definition:Strictly Positive Real Number|strictly positive real numbers]]::$\exp: \R \to \R_{>0}$is a [[Definition:Surjective Restriction|surjective restriction]].Hence::$\exp: \R \to \R_{>0}$is a [[Definition:Bijection|bijection]].,"['Definition:Exponential Function/Real', 'Definition:Restriction/Mapping', 'Definition:Codomain', 'Definition:Strictly Positive/Real Number', 'Definition:Surjective Restriction', 'Definition:Bijection']","[26768, 22106, 22156, 22657, 19902, 19897]","[22416, 24991, 30144]","[22416, 24991, 30144, 25055, 22415]","[22416, 24991, 30144, 25055, 22415, 21107, 23636, 21220, 27814, 33113]","[22416, 24991, 30144, 25055, 22415, 21107, 23636, 21220, 27814, 33113, 21106, 22571, 25007, 32453, 31224, 27813, 26103, 25399, 33069, 28495, 25178, 25678, 22055, 30461, 27523, 22552, 31395, 24451, 23563, 22067, 27177, 22411, 27549, 25651, 32621, 31394, 30145, 22551, 22550, 27532, 22412, 29301, 29302, 24449, 25067, 22585, 22553, 22533, 25091, 29554]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
